[11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [1, 23, 121, -103, 44, -109, -67, -92, 16, -84, -87, -74, 16, -95, -69, 41]
[12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-71, 89, -41, 92, 27, -58, -23, 121, 7, 32, -107, -127, 77, 20, 38, 11]
[13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [73, -45, 58, 25, -35, 9, -58, 109, 32, -75, 87, -13, 82, -93, 126, -1]
[14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-79, 75, -39, 31, 100, -36, -67, 98, -49, -33, 46, -91, 74, -19, 6, -9]
[15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [53, -80, -31, 87, -45, -86, 20, -98, -2, 95, 38, -121, -26, -34, -84, 87]
[16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-84, -51, -11, -83, -72, -87, -111, 30, 62, -50, -30, 60, 102, 24, 70, -94]
[17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-1, -70, -119, 77, -19, -82, -19, 31, 41, 108, 91, 118, 106, -7, 107, 89]
[18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-60, -112, 44, -92, 80, 119, 8, 11, -92, 99, 61, 107, 9, 34, 87, -4]
[19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [62, -69, -104, -71, 42, 113, -65, -4, 22, -76, 5, 103, 7, -122, -111, -88]
[20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [49, -125, 15, -23, 20, 47, 9, -53, 8, -82, -39, 74, -35, -117, 120, -85]
[21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [50, -127, 35, -124, 120, 30, 20, 4, 52, -70, -80, -6, 18, 3, 58, -86]
[22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-62, -35, -106, 110, 9, 76, -54, 84, -59, -73, 97, -111, -92, -42, 3, 59]
[23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [41, 71, -8, -86, 57, -59, 30, -70, -90, -96, 26, -38, 25, -56, 84, -102]
[24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-27, -18, -37, 78, -111, 124, 91, -8, -14, 27, 69, 2, 120, 5, 1, -100]
[25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-44, 105, 36, 58, -58, -96, -97, 113, -117, -127, -59, 120, 127, 2, -124, 64]
[26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [38, -102, -36, -92, -122, 8, -21, -32, -81, 9, -27, -29, -80, -64, -60, -2]
[27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [123, 116, -17, 27, 111, 13, 36, -126, -70, -37, -46, 116, 86, 11, -119, -91]
[28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [121, 105, 123, -91, 62, 14, -29, -5, 125, 75, 50, 75, 88, -74, -116, 73]
[29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [121, -104, -5, 37, 32, -48, 92, 98, -59, -54, 86, -62, -41, -107, 60, -125]
[30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [29, 74, 126, -103, -51, 43, 7, -10, -17, -29, -57, 90, -25, -122, 18, 24]
[31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-116, 103, 8, 13, -120, -81, -54, -15, -56, -86, 42, 95, -117, 73, 70, 115]
[32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [103, -13, -23, -65, -30, 119, 113, -90, -56, 87, 25, 15, 39, 63, -33, 64]
[33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-68, 38, -35, -127, -88, 32, -30, 47, -1, 42, -112, -81, -40, 2, 74, -68]
[34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [13, 85, -119, 80, -20, -58, -74, 97, -5, 42, 126, 125, 23, 65, 13, 101]
[35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-71, 63, -34, 21, -25, 63, -120, 67, 24, -21, -72, 112, -36, 54, -9, 12]
[36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [4, 119, -22, 78, 13, 113, 63, 56, -51, -110, -32, -60, -63, -4, -123, 48]
[37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-17, 120, 25, -65, 39, 2, -1, -16, 22, -22, 23, 9, 31, -42, 108, 60]
[38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-69, -96, 95, 1, -90, -127, -89, -4, -120, 93, 27, -6, -56, -35, -42, -37]
[39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-111, 103, -80, 100, -49, -2, -44, -35, -5, 61, -89, -43, 46, -26, 56, -5]
[40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-36, -7, 66, -106, -117, -107, -43, 83, -57, 29, 0, -46, 51, -119, -89, -56]
[41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [81, 58, -114, 64, 73, 47, 18, -11, 125, 61, -40, 58, -5, 80, -24, -66]
[42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [17, -11, 34, 107, -9, 51, -73, 43, -108, -44, 4, -96, 8, 89, 118, -110]
[43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [43, -121, 56, -64, -126, 104, 113, 48, -38, 39, 55, -1, 61, -27, 34, -107]
[44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-114, -61, 65, -12, 99, -116, 91, 114, -65, -121, -10, 46, 45, 0, 51, -55]
[45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [59, 4, 34, -45, 81, -48, 35, 120, 44, -82, 26, 9, -70, -29, -109, 43]
[46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-98, -5, 65, 62, 82, -95, 26, -65, 95, -56, -38, -88, 31, -106, -40, 84]
[47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-27, -12, -85, -70, 88, -127, -107, -76, -18, 23, -43, -115, 47, 74, -71, 22]
[48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [1, -10, 73, 93, -17, -32, 124, 34, 66, 71, 26, 3, 58, -54, 19, 61]
[49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-117, -7, 60, -67, 59, 101, 118, -51, -23, 10, 64, 6, -23, 87, 5, 80]
[50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-57, -36, -2, 51, 79, -124, 117, 40, -104, -20, 95, -5, 53, -42, -79, 119]
[51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [55, -5, 79, 39, -30, -87, 103, -43, -8, 79, -84, -33, 32, -87, -9, 93]
[52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [70, -73, 87, 56, 95, -127, -106, -13, -98, 47, -82, 12, -81, 0, -79, -15]
[53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [108, 107, 44, 66, -110, -127, -117, -103, 94, -19, -3, -8, -97, 83, -18, 41]
[54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [77, -117, 34, 20, -95, 3, -31, 119, -102, 60, -128, -23, -128, 75, -31, -66]
[55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [4, 64, -76, 32, 77, -105, 84, 34, -80, -128, -110, 46, -68, 110, 127, -84]
[56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [82, -80, -64, 37, -119, -39, 81, 55, -7, 35, 90, -22, 119, 80, -96, -80]
[57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [71, -38, 126, 24, 106, -86, -7, -33, -54, -53, 17, 92, 57, -77, 110, 91]
[58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [28, 101, -98, -73, -121, 39, 102, 34, -90, -95, -100, -91, 16, 117, 62, 127]
[59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-27, 56, 37, -117, -36, 82, 48, 51, 60, 87, 91, 23, -32, 41, -46, -14]
[60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-56, -111, 50, 87, -8, -15, -13, 117, -94, -71, -107, -25, 22, 92, -33, 58]
[61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [56, 75, -65, 83, -115, -64, 16, -117, -27, -101, -16, -103, -114, -100, 96, -128]
[62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [66, 28, 66, -88, -77, 112, 16, 54, -21, 101, 112, 42, -33, 73, -51, 13]
[63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [94, -119, -100, -86, -20, -42, -116, 127, -52, 74, 12, 50, 123, 113, 47, 104]
[64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-110, -27, 87, -83, -95, 33, -118, -124, -113, 37, 35, -72, 121, 108, -38, -71]
[65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-29, 34, 64, -19, 115, -88, -127, 3, 21, 2, -46, 22, -111, -41, 15, 111]
[66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-57, -128, -31, 106, 115, -35, -29, 79, 75, 4, 81, -30, -118, 31, 67, 114]
[67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-79, 108, 101, 100, 35, -75, 124, 53, -99, 98, 12, -82, 115, 57, 121, 95]
[68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-69, 119, 18, -52, -78, -116, -68, 117, 95, 123, 71, -58, 114, 66, 13, -14]
[69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [53, 8, 84, 124, -13, -91, 80, 20, -93, 83, -117, -104, 62, -32, -17, -60]
[70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-99, 50, -30, 4, 73, 50, -5, 13, -100, 80, -66, -68, -87, -100, -114, 18]
[71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-70, 122, 110, 42, 32, 113, 84, -10, 127, -40, -3, -95, -33, 44, -61, -21]
[72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [112, -14, -27, 106, -76, 8, -107, -67, -124, 110, 70, -68, -85, -128, -47, 34]
[73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [1, 39, -102, -67, -1, 114, -103, 2, 51, -1, 82, -6, -125, 38, 126, 25]
[74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-109, -33, 40, 57, -1, 28, -121, 10, -32, -48, -86, -28, 115, -12, -127, -14]
[75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [92, 86, 82, -47, 98, -10, 0, 92, 124, -17, 117, -105, 124, -20, -43, 111]
[76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [88, 99, -72, -119, 71, -117, 81, -95, 42, -74, -98, -63, 17, 86, -79, 91]
[77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [119, -85, 13, -117, -56, 122, 5, -11, -74, -106, -103, -101, 98, 47, -9, -108]
[78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-65, 46, 62, -123, -39, 7, -89, -37, 6, 48, -124, 45, -97, 97, 101, -44]
[79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-67, 79, 16, -53, 32, 103, -111, -40, 38, -74, 121, -96, -114, -127, -3, -62]
[80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [95, 16, -34, -110, 67, 28, 62, -2, 76, 93, -60, 88, -18, 94, 91, 26]
[81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [107, 13, 81, 56, 25, -2, 36, -5, 98, 9, -60, -126, -53, -73, -90, -63]
[82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-9, -125, 61, 27, 90, 38, -76, 54, 49, 108, -90, -56, 60, 33, 36, -106]
[83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-107, 89, 44, 114, -122, -85, 14, -73, -60, -46, -11, 17, 97, -30, -25, 90]
[84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [62, 37, 127, -24, -65, 20, -68, -61, -71, 65, -33, 55, 91, 14, -1, 50]
[85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [46, -85, -47, 46, 60, 38, 38, -10, 1, -11, 3, -75, 95, 126, 105, 119]
[86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-25, 119, -92, 91, -58, 124, -57, -81, 126, 33, 109, 12, 118, -26, -80, -68]
[87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-52, -102, -73, -15, -81, -61, -77, 119, -87, -75, 108, 37, -24, 101, -37, -39]
[88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [45, 73, -15, 89, 1, -105, 14, -49, 23, -124, -10, -43, -32, -127, 30, 9]
[89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [52, -115, -64, -4, 43, -80, -109, 19, 82, -76, 54, -1, -21, -69, -24, 99]
[90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-99, -128, -46, 102, -23, -127, 48, -8, 69, 101, 29, -52, 0, -50, 16, -122]
[91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-39, 6, -119, 101, 117, -35, -107, 21, 108, 56, -29, 93, 8, 61, -116, -112]
[92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [109, -79, -81, -105, 33, -109, -94, -75, -52, 112, 30, 19, 55, -71, 102, -109]
[93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-128, 71, -43, -84, -120, -14, 51, 19, 9, 42, -46, -79, -76, -104, -77, -89]
[94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [56, -10, 119, 123, 126, -82, -115, 28, 91, -49, -45, 13, 5, 94, -67, -120]
[95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-47, -126, 93, 46, 116, 113, -114, 27, 70, 121, -108, 64, 49, -93, -43, -47]
[96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [62, 96, 78, 12, 114, 86, 113, -106, -112, -42, -9, 90, -61, -98, 25, 103]
[97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-15, -37, 100, -86, -65, 91, -3, -15, -75, -42, -5, 125, 117, 48, -28, -49]
[98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-90, 105, -73, 10, -116, -127, -7, -126, -87, -78, -10, 80, 51, -25, -24, -106]
[99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-46, 31, -64, -72, -9, 14, 33, -16, -48, 11, 62, -99, -51, -29, 67, -61]
[100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-88, 105, -63, -51, -68, 11, 10, 61, -50, -74, -112, -102, 13, -105, -67, -29]
[101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [92, -101, 82, -126, -37, 86, -17, -79, 22, 11, -37, -110, -109, -105, 95, -28]
[102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-87, 110, 62, 39, -8, -94, -22, 58, 19, 99, -127, -95, -20, -88, -68, -86]
[103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-9, -69, 48, -77, 81, 11, -21, -40, -23, -36, -23, 13, -74, 48, 105, 21]
[104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [84, -120, -105, 127, 8, -9, -49, -112, -128, 101, -86, -33, 23, 30, -33, 32]
[105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-89, -28, -47, -21, 27, 104, 80, -117, 82, 88, -84, 36, 67, 31, 104, 111]
[106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [83, -3, -6, -116, -85, 40, 56, 100, -32, 83, 85, -44, -80, 12, -107, -125]
[107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [85, -41, -128, -76, -62, -115, -45, 38, 89, -127, 107, 62, 68, 2, 18, -75]
[108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-75, 9, -94, -81, 3, 8, 73, -106, -86, -78, -33, 40, 32, -42, 19, 20]
[109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [82, -52, 50, 103, 103, 44, -91, -44, 102, -35, -86, -84, -18, -79, 55, -50]
[110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-60, 121, -33, -22, 105, 3, 57, -61, 31, 7, 19, -59, 19, -22, -88, 114]
[111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-65, 61, 59, 74, -7, -118, -60, 8, 125, 59, 22, -56, 65, 87, -72, 19]
[112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [72, 96, 100, -63, 125, -60, -43, -94, 88, 119, 65, -54, 121, -114, 98, -9]
[113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-15, -40, -16, -70, -33, 32, 41, -98, -106, 46, -45, 20, 12, 112, 1, 46]
[114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-17, 57, 20, -7, -59, 78, -29, -41, -70, 107, -26, 89, 70, 69, -9, 94]
[115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-25, -44, -113, -125, 64, -53, 39, -58, 35, 53, -101, 99, -70, -17, -33, 87]
[116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-22, -53, -103, 66, 58, 48, 26, -76, 103, -80, 45, 92, -125, 88, -76, 16]
[117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-76, -70, 86, 41, -79, -2, -34, 117, -4, -76, -34, 92, -20, -111, 83, -39]
[118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [24, -40, -114, -66, -20, -81, -1, -96, -10, 54, 2, 56, 60, 118, -33, 14]
[119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [84, -97, -12, 74, 47, -107, 115, 95, 22, -7, 67, 85, 91, 89, -96, 51]
[120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-31, -28, -15, -1, 59, -69, -61, 21, -68, 39, 93, -112, 94, -26, 6, -114]
[121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-31, 46, -54, -11, 71, 48, -52, 26, -121, -46, -100, 59, -55, 91, 25, -36]
[122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-12, 86, -8, -57, 93, 121, 83, -72, -87, 103, 75, 12, -57, -70, 46, 45]
[123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-51, -9, 96, 113, 112, -122, -58, 122, 114, -107, -118, 85, -109, -114, 112, -102]
[124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [62, -52, 95, 123, -11, -95, -61, -103, 82, 84, 93, -39, -63, -122, 79, 0]
[125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [103, 127, -65, -76, -52, 121, -12, -40, 9, -51, 32, 105, 105, 12, -107, -124]
[126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [77, -113, -60, -119, 69, 100, 29, -15, -3, -123, -50, 32, -106, 6, -119, 6]
[127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [20, 4, 82, 81, -27, 25, 71, 90, 58, -25, -119, -53, -103, 48, 127, -94]
[128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [114, -8, -39, 26, 20, -90, 21, 55, 6, -60, -119, 121, 84, -19, -69, -82]
[129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [18, 110, 117, -13, 19, -95, -49, 95, 96, 67, 72, 114, -52, 54, -118, 50]
[130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-26, -35, 115, 67, 54, -51, -127, -90, 126, 49, 19, -50, -104, -104, 40, -124]
[131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-7, 90, 16, -27, -27, -67, 113, -33, 57, 78, -82, 0, -69, 19, 1, 32]
[132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [112, -29, 122, -121, -65, 30, 77, -87, 25, -112, -61, 122, -58, -111, -26, -126]
[133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [74, 44, 81, 96, -69, 117, 18, -122, -21, 16, -76, 31, -76, 66, 44, 46]
[134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-5, 79, 81, 11, 66, 26, 20, 37, 11, 74, 81, 73, 3, 18, -95, 38]
[135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [101, -98, 111, -90, 20, -106, 49, 101, -46, -42, 66, 7, 13, -3, 95, 22]
[136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-97, 118, -71, -91, -38, 42, 116, -118, 42, 123, 29, 114, 101, 8, 89, -116]
[137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-89, -91, 45, 98, 72, 75, -91, -54, 24, -35, -70, -110, -51, 77, -101, -27]
[138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-55, -52, -40, 34, 122, -14, 17, -20, 45, 106, -72, -50, 73, -79, 93, -77]
[139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-21, 8, 82, 89, 16, -19, -55, -87, 44, 95, -44, -126, -28, -73, 13, 65]
[140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [27, -128, -90, -56, 92, 116, 11, 43, 5, 63, 0, -127, -94, 34, 112, -4]
[141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [30, -34, -96, 59, -87, -33, -74, 87, 39, 68, 12, -83, 25, 40, -96, 57]
[142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [92, 62, -41, 71, 89, 87, -31, -25, 51, 0, -43, -80, -123, -29, 86, 46]
[143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-12, 107, 21, -30, -116, -3, 88, 23, 49, -38, -56, -81, -76, -13, -91, 117]
[144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-126, 124, 16, 89, -79, 8, -12, -113, -83, -127, -65, 37, -38, 102, 64, 3]
[145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-62, 87, -37, 30, 27, -79, -57, -2, -73, -122, 111, -83, -73, -101, 14, -26]
[146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [20, -91, 43, -1, 102, 127, 70, -87, -115, -42, 15, -2, -104, -124, -55, -126]
[147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [57, 84, -22, -52, 119, 91, -3, -51, 71, 37, 39, -57, 22, 82, -76, 11]
[148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-78, -59, -56, -45, -121, 115, -127, 56, 92, -30, -50, 124, 1, -70, -39, -4]
[149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [111, 37, 38, 107, -32, 0, -93, -71, 5, 74, 103, 51, 84, 124, -9, -69]
[150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [93, 49, -46, 16, -81, -96, -67, -40, -23, 48, 83, -59, -52, 92, 98, -8]
[151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-65, 105, -7, 88, 38, -74, -115, -29, 80, 61, 109, 92, 81, -28, -5, 59]
[152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [117, -18, -63, -18, 51, 38, 74, 86, 28, 63, 14, -2, -54, 77, -36, 93]
[153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [24, -59, 96, -34, 100, 68, 116, -62, 4, -22, -56, -69, -75, 6, -75, 61]
[154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-60, 41, 24, -78, 61, -124, 18, -6, -32, -37, -46, -57, -69, -27, 105, -106]
[155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [92, 2, -65, 1, 38, -107, 8, -51, 3, 51, 29, 25, -67, 57, -33, 75]
[156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-74, 97, 15, -47, -72, 27, 99, 0, -16, 98, -97, -95, 65, 120, -20, -69]
[157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-73, 47, 22, -76, -28, 110, 43, 76, 49, -64, -105, 33, -35, -114, 56, -59]
[158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [45, -99, 2, -22, 90, -38, -83, 89, 14, 100, 12, -28, 99, 33, 15, 103]
[159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] >>>>> [-55, 119, -28, 117, 33, 69, -56, -47, -91, 85, 75, -18, 107, 79, -109, -83]
